"Year Month","State","Countym","Industry","Suspicious Activity","Count"
"2020 September","Tennessee","Marion County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","Marion County, TN","Depository Institution","Transaction(s) Below CTR Threshold","16"
"2020 September","Tennessee","Marion County, TN","Depository Institution","Two or More Individuals Working Together","2"
"2020 September","Tennessee","Marion County, TN","Depository Institution","Wire","2"
"2020 September","Tennessee","Marion County, TN","Depository Institution","[Total]","47"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Account Takeover","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Against Financial Institution Customer(s)","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Check","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Counterfeit Instrument","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","5"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","5"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Transaction(s) Below CTR Threshold","9"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Marshall County, TN","Depository Institution","[Total]","27"
"2020 September","Tennessee","Maury County, TN","Depository Institution","ACH","3"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Check","1"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Elder Financial Exploitation","1"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Other Fraud (Type)","3"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Other Money Laundering","3"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Suspicion Concerning the Source of Funds","5"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Suspicious EFT/Wire Transfers","5"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","3"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Suspicious use of multiple transaction locations","6"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","9"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","7"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Transaction(s) Below CTR Threshold","12"
"2020 September","Tennessee","Maury County, TN","Depository Institution","Two or More Individuals Working Together","3"
"2020 September","Tennessee","Maury County, TN","Depository Institution","[Total]","64"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Business Loan","2"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Other Money Laundering","2"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Suspicion Concerning the Source of Funds","3"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","2"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","4"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","Transaction(s) Below CTR Threshold","11"
"2020 September","Tennessee","McMinn County, TN","Depository Institution","[Total]","30"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Transaction(s) Below CTR Threshold","4"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 September","Tennessee","McNairy County, TN","Depository Institution","[Total]","17"
"2020 September","Tennessee","Meigs County, TN","Depository Institution","Other Money Laundering","1"
"2020 September","Tennessee","Meigs County, TN","Depository Institution","Suspicion Concerning the Source of Funds","2"
"2020 September","Tennessee","Meigs County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2020 September","Tennessee","Meigs County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2020 September","Tennessee","Meigs County, TN","Depository Institution","[Total]","6"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Other Fraud (Type)","2"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Suspicion Concerning the Source of Funds","3"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Suspicious EFT/Wire Transfers","2"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","2"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","5"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","Transaction(s) Below CTR Threshold","7"
"2020 September","Tennessee","Monroe County, TN","Depository Institution","[Total]","26"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","ACH","10"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Business Loan","2"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Check","7"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Consumer Loan (see instructions)","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Counterfeit Instrument","3"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Credit/Debit Card","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Elder Financial Exploitation","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Mass-Marketing","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Other Fraud (Type)","12"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Other Identification Documentation","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Other Money Laundering","4"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Other Other Suspicious Activities","3"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Provided Questionable or False Documentation","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Suspicion Concerning the Source of Funds","17"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Suspicious EFT/Wire Transfers","7"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","9"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Suspicious Use of Multiple Accounts","6"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Suspicious use of multiple transaction locations","8"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","13"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","22"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Transaction(s) Below CTR Threshold","21"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Two or More Individuals Working Together","9"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Montgomery County, TN","Depository Institution","[Total]","162"
"2020 September","Tennessee","Moore County, TN","Depository Institution","Check","1"
"2020 September","Tennessee","Moore County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Moore County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 September","Tennessee","Moore County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","Moore County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 September","Tennessee","Moore County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Moore County, TN","Depository Institution","[Total]","6"
"2020 September","Tennessee","Morgan County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2020 September","Tennessee","Morgan County, TN","Depository Institution","[Total]","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Business Loan","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Check","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Forgeries","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","Obion County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Obion County, TN","Depository Institution","[Total]","11"
"2020 September","Tennessee","Overton County, TN","Depository Institution","ACH","2"
"2020 September","Tennessee","Overton County, TN","Depository Institution","Other Fraud (Type)","2"
"2020 September","Tennessee","Overton County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 September","Tennessee","Overton County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Overton County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 September","Tennessee","Overton County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","Overton County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2020 September","Tennessee","Overton County, TN","Depository Institution","[Total]","11"
"2020 September","Tennessee","Pickett County, TN","Depository Institution","Credit/Debit Card","1"
"2020 September","Tennessee","Pickett County, TN","Depository Institution","Elder Financial Exploitation","1"
"2020 September","Tennessee","Pickett County, TN","Depository Institution","Forgeries","1"
"2020 September","Tennessee","Pickett County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2020 September","Tennessee","Pickett County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Pickett County, TN","Depository Institution","[Total]","6"
"2020 September","Tennessee","Polk County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Against Financial Institution Customer(s)","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Elder Financial Exploitation","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Identity Theft","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Suspicious use of multiple transaction locations","2"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 September","Tennessee","Polk County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Polk County, TN","Depository Institution","[Total]","17"
"2020 September","Tennessee","Putnam County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 September","Tennessee","Putnam County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","Putnam County, TN","Depository Institution","Transaction(s) Below CTR Threshold","5"
"2020 September","Tennessee","Putnam County, TN","Depository Institution","[Total]","7"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Other Money Laundering","5"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Provided Questionable or False Identification","1"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Suspicion Concerning the Source of Funds","6"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Suspicious Exchange of Currencies","1"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","8"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","Transaction(s) Below CTR Threshold","6"
"2020 September","Tennessee","Rhea County, TN","Depository Institution","[Total]","30"
"2020 September","Tennessee","Roane County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Check","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Mail","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Other Fraud (Type)","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Other Money Laundering","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Roane County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 September","Tennessee","Roane County, TN","Depository Institution","[Total]","13"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Check","3"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Counterfeit Instrument","1"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","2"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Mail","1"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Other Fraud (Type)","2"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Other Other Suspicious Activities","3"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Suspicion Concerning the Source of Funds","6"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Suspicious EFT/Wire Transfers","2"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","1"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Suspicious use of multiple transaction locations","7"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","20"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","7"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","10"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","Two or More Individuals Working Together","3"
"2020 September","Tennessee","Robertson County, TN","Depository Institution","[Total]","71"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","ACH","9"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","2"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Business Loan","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Check","8"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Counterfeit Instrument","3"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Credit/Debit Card","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Funnel Account","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Human Smuggling","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","2"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Mass-Marketing","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Other Fraud (Type)","14"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Other Money Laundering","11"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Other Other Suspicious Activities","9"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Refused or Avoided Request for Documentation","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Suspicion Concerning the Source of Funds","28"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Suspicious EFT/Wire Transfers","30"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","10"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Suspicious Use of Multiple Accounts","10"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Suspicious use of multiple transaction locations","23"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","5"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","24"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","29"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Transaction(s) Below CTR Threshold","37"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Transaction(s) Involving Foreign High Risk Jurisdiction","3"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Two or More Individuals Working Together","12"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Rutherford County, TN","Depository Institution","[Total]","279"
"2020 September","Tennessee","Scott County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 September","Tennessee","Scott County, TN","Depository Institution","[Total]","2"
"2020 September","Tennessee","Sequatchie County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 September","Tennessee","Sequatchie County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","6"
"2020 September","Tennessee","Sequatchie County, TN","Depository Institution","Transaction(s) Below CTR Threshold","16"
"2020 September","Tennessee","Sequatchie County, TN","Depository Institution","Two or More Individuals Working Together","2"
"2020 September","Tennessee","Sequatchie County, TN","Depository Institution","[Total]","25"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","ACH","9"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Check","2"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Elder Financial Exploitation","3"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Other Fraud (Type)","9"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Other Money Laundering","4"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Provided Questionable or False Documentation","1"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Suspicion Concerning the Source of Funds","10"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Suspicious EFT/Wire Transfers","11"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","3"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Suspicious use of multiple transaction locations","3"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","6"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Transaction(s) Below CTR Threshold","16"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","Wire","1"
"2020 September","Tennessee","Sevier County, TN","Depository Institution","[Total]","84"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Account Takeover","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","ACH","142"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Against Financial Institution Customer(s)","5"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","7"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Business Loan","13"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Check","46"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Consumer Loan (see instructions)","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Counterfeit Instrument","27"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Credit/Debit Card","17"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Elder Financial Exploitation","4"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","4"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","2"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Forgeries","5"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Funnel Account","7"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Human Trafficking","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Identity Theft","33"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Mail","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Mass-Marketing","6"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Misuse of Position or Self-Dealing","4"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Multiple Individuals with Same or Similar Identities","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Other Fraud (Type)","122"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Other Insurance","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Other Money Laundering","43"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Other Other Suspicious Activities","94"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Other Structuring","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Proceeds Sent to or Received from Unrelated Third Party","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Provided Questionable or False Documentation","8"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Provided Questionable or False Identification","2"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Refused or Avoided Request for Documentation","3"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Single Individual with Multiple Identities","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicion Concerning the Physical Condition of Funds","2"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicion Concerning the Source of Funds","166"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","5"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious EFT/Wire Transfers","146"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious Exchange of Currencies","3"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","113"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Informal Value Transfer System","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Multiple Accounts","36"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious use of multiple transaction locations","106"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","28"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Trade Based Money Laundering/Black Market Peso Exchange","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","128"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","135"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Transaction(s) Below CTR Threshold","119"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Transaction(s) Involving Foreign High Risk Jurisdiction","11"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Two or More Individuals Working Together","40"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Unlicensed or Unregistered MSB","1"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","Wire","24"
"2020 September","Tennessee","Shelby County, TN","Depository Institution","[Total]","1,671"
"2020 September","Tennessee","Smith County, TN","Depository Institution","ACH","1"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Suspicion Concerning the Source of Funds","4"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Suspicious EFT/Wire Transfers","1"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2020 September","Tennessee","Smith County, TN","Depository Institution","Two or More Individuals Working Together","2"
